FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status
021073,Valor faltante (Calidad de la célula del vector viento medida por SeaWinds),Los 9,Valor faltante,,,,,Operational
021073,Valor faltante (Calidad de sigma-0 determinada por SeaWinds),Los 9,Valor faltante,,,,,Operational
021073,Valor faltante (Modo de sigma-0 determinado por SeaWinds),Los 9,Valor faltante,,,,,Operational
021073,Valor faltante (Función geofísica modélica del dispersómetro de viento),Los 9,Valor faltante,,,,,Operational
021073,Valor faltante (Banderín de lluvia de altímetro),Los 9,Valor faltante,,,,,Operational
021073,Valor faltante (Banderín de variación en borde posterior),Los 9,Valor faltante,,,,,Operational
021073,Valor faltante (Coubicación de haces),Los 9,Valor faltante,,,,,Operational
021073,Valor faltante (Calidad de la célula del vector viento),Los 9,Valor faltante,,,,,Operational
021073,Valor faltante (Calidad de estimación de la Kp de ASCAT),Los 9,Valor faltante,,,,,Operational
021073,Valor faltante (Utilizabilidad de Sigma-0 ASCAT),Los 9,Valor faltante,,,,,Operational
021073,Valor faltante (Indicador de presencia de hielo),Los 9,Valor faltante,,,,,Operational
021076,Lineal (Representación de intensidades),0,Lineal,,,,,Operational
021076,Logarítmica (base e) (Representación de intensidades),1,Logarítmica (base e),,,,,Operational
021076,Logarítmica (base 10) (Representación de intensidades),2,Logarítmica (base 10),,,,,Operational
021076,Reservadas (Representación de intensidades),3-6,Reservadas,,,,,Operational
021076,Reservadas (Función geofísica modélica del dispersómetro de viento),3-6,Reservadas,,,,,Operational
021076,Valor faltante (Datos sobre el grado de confianza del producto del dispersómetro de onda),7,Valor faltante,,,,,Operational
021076,Valor faltante (Datos sobre el grado de confianza del producto de la medición del viento),7,Valor faltante,,,,,Operational
021076,Valor faltante (Datos sobre el grado de confianza del producto del altímetro del radar),7,Valor faltante,,,,,Operational
021076,Valor faltante (Datos sobre el grado de confianza del producto de la medición de la temperatura de la superficie del mar (SST)),7,Valor faltante,,,,,Operational
021076,Valor faltante (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2)),7,Valor faltante,,,,,Operational
021076,Valor faltante (Estado de la calibración del altímetro del satélite),7,Valor faltante,,,,,Operational
021076,Valor faltante (Modo del instrumento del altímetro del satélite),7,Valor faltante,,,,,Operational
021076,Valor faltante (Representación de intensidades),7,Valor faltante,,,,,Operational
021076,Valor faltante (Calidad de la célula del vector viento medida por SeaWinds),7,Valor faltante,,,,,Operational
021076,Valor faltante (Calidad de sigma-0 determinada por SeaWinds),7,Valor faltante,,,,,Operational
021076,Valor faltante (Modo de sigma-0 determinado por SeaWinds),7,Valor faltante,,,,,Operational
021076,Valor faltante (Función geofísica modélica del dispersómetro de viento),7,Valor faltante,,,,,Operational
021076,Valor faltante (Banderín de lluvia de altímetro),7,Valor faltante,,,,,Operational
021076,Valor faltante (Banderín de variación en borde posterior),7,Valor faltante,,,,,Operational
021076,Valor faltante (Coubicación de haces),7,Valor faltante,,,,,Operational
021076,Valor faltante (Calidad de la célula del vector viento),7,Valor faltante,,,,,Operational
021076,Valor faltante (Calidad de estimación de la Kp de ASCAT),7,Valor faltante,,,,,Operational
021076,Valor faltante (Utilizabilidad de Sigma-0 ASCAT),7,Valor faltante,,,,,Operational
021076,Valor faltante (Indicador de presencia de hielo),7,Valor faltante,,,,,Operational
021109,Número insuficiente de sigma-0 de buena calidad para el cálculo del viento (Calidad de la célula del vector viento medida por SeaWinds),1,Número insuficiente de sigma-0 de buena calidad para el cálculo del viento,,,,,Operational
021109,Diversidad de los azimut entre los sigma-0 insuficiente para el cálculo del viento (Calidad de la célula del vector viento medida por SeaWinds),2,Diversidad de los azimut entre los sigma-0 insuficiente para el cálculo del viento,,,,,Operational
021109,Reservados (Calidad de la célula del vector viento medida por SeaWinds),3-7,Reservados,,,,,Operational
021109,Reservados (Calidad de sigma-0 determinada por SeaWinds),3-7,Reservados,,,,,Operational
021109,Reservados (Banderín de variación en borde posterior),3-7,Reservados,,,,,Operational
021109,Reservados (Calidad de la célula del vector viento),3-7,Reservados,,,,,Operational
021109,Parte de la célula del vector viento situada sobre tierra (Calidad de la célula del vector viento medida por SeaWinds),8,Parte de la célula del vector viento situada sobre tierra,,,,,Operational
021109,Parte de la célula del vector viento situada sobre hielo (Calidad de la célula del vector viento medida por SeaWinds),9,Parte de la célula del vector viento situada sobre hielo,,,,,Operational
021109,No se realizó el cálculo del viento para la célula del vector viento (Calidad de la célula del vector viento medida por SeaWinds),10,No se realizó el cálculo del viento para la célula del vector viento,,,,,Operational
021109,La velocidad notificada del viento es superior a 30 m s-1 (Calidad de la célula del vector viento medida por SeaWinds),11,La velocidad notificada del viento es superior a 30 m s-1,,,,,Operational
021109,"La velocidad notificada del viento es inferior, o igual, a 3 m s¯¹ (Calidad de la célula del vector viento medida por SeaWinds)",12,"La velocidad notificada del viento es inferior, o igual, a 3 m s¯¹",,,,,Operational
021109,Reservados (Calidad de la célula del vector viento medida por SeaWinds),13-16,Reservados,,,,,Operational
021109,Reservados (Calidad de sigma-0 determinada por SeaWinds),13-16,Reservados,,,,,Operational
021109,Reservados (Banderín de variación en borde posterior),13-16,Reservados,,,,,Operational
021109,Reservados (Calidad de la célula del vector viento),13-16,Reservados,,,,,Operational
021109,Valor faltante (Datos sobre el grado de confianza del producto del dispersómetro de onda),Los 17,Valor faltante,,,,,Operational
021109,Valor faltante (Datos sobre el grado de confianza del producto de la medición del viento),Los 17,Valor faltante,,,,,Operational
021109,Valor faltante (Datos sobre el grado de confianza del producto del altímetro del radar),Los 17,Valor faltante,,,,,Operational
021109,Valor faltante (Datos sobre el grado de confianza del producto de la medición de la temperatura de la superficie del mar (SST)),Los 17,Valor faltante,,,,,Operational
021109,Valor faltante (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2)),Los 17,Valor faltante,,,,,Operational
021109,Valor faltante (Estado de la calibración del altímetro del satélite),Los 17,Valor faltante,,,,,Operational
021109,Valor faltante (Modo del instrumento del altímetro del satélite),Los 17,Valor faltante,,,,,Operational
021109,Valor faltante (Representación de intensidades),Los 17,Valor faltante,,,,,Operational
021109,Valor faltante (Calidad de la célula del vector viento medida por SeaWinds),Los 17,Valor faltante,,,,,Operational
021109,Valor faltante (Calidad de sigma-0 determinada por SeaWinds),Los 17,Valor faltante,,,,,Operational
021109,Valor faltante (Modo de sigma-0 determinado por SeaWinds),Los 17,Valor faltante,,,,,Operational
021109,Valor faltante (Función geofísica modélica del dispersómetro de viento),Los 17,Valor faltante,,,,,Operational
021109,Valor faltante (Banderín de lluvia de altímetro),Los 17,Valor faltante,,,,,Operational
021109,Valor faltante (Banderín de variación en borde posterior),Los 17,Valor faltante,,,,,Operational
021109,Valor faltante (Coubicación de haces),Los 17,Valor faltante,,,,,Operational
021109,Valor faltante (Calidad de la célula del vector viento),Los 17,Valor faltante,,,,,Operational
021109,Valor faltante (Calidad de estimación de la Kp de ASCAT),Los 17,Valor faltante,,,,,Operational
021109,Valor faltante (Utilizabilidad de Sigma-0 ASCAT),Los 17,Valor faltante,,,,,Operational
021109,Valor faltante (Indicador de presencia de hielo),Los 17,Valor faltante,,,,,Operational
021115,La medición de sigma-0 no es utilizable (Calidad de sigma-0 determinada por SeaWinds),1,La medición de sigma-0 no es utilizable,,,,,Operational
021115,La relación señal-ruido es baja (Calidad de sigma-0 determinada por SeaWinds),2,La relación señal-ruido es baja,,,,,Operational
021115,Sigma-0 es negativo (Calidad de sigma-0 determinada por SeaWinds),3,Sigma-0 es negativo,,,,,Operational
021115,Sigma-0 fuera de límites aceptables (Calidad de sigma-0 determinada por SeaWinds),4,Sigma-0 fuera de límites aceptables,,,,,Operational
021115,Calidad inaceptable de impulsos del dispersómetro (Calidad de sigma-0 determinada por SeaWinds),5,Calidad inaceptable de impulsos del dispersómetro,,,,,Operational
021115,El algoritmo de ubicación de la célula correspondiente a sigma-0 no converge (Calidad de sigma-0 determinada por SeaWinds),6,El algoritmo de ubicación de la célula correspondiente a sigma-0 no converge,,,,,Operational
021115,El desplazamiento de frecuencia excede los límites de la tabla del factor x (Calidad de sigma-0 determinada por SeaWinds),7,El desplazamiento de frecuencia excede los límites de la tabla del factor x,,,,,Operational
021115,La temperatura del satélite excede los límites del coeficiente de calibración (Calidad de sigma-0 determinada por SeaWinds),8,La temperatura del satélite excede los límites del coeficiente de calibración,,,,,Operational
021115,No se encuentran registros de altitud aplicables a este sigma-0 (Calidad de sigma-0 determinada por SeaWinds),9,No se encuentran registros de altitud aplicables a este sigma-0,,,,,Operational
021115,Los datos de efemérides interpolados no son aceptables para este sigma-0 (Calidad de sigma-0 determinada por SeaWinds),10,Los datos de efemérides interpolados no son aceptables para este sigma-0,,,,,Operational
021115,Reservados (Calidad de la célula del vector viento medida por SeaWinds),11-16,Reservados,,,,,Operational
021115,Reservados (Calidad de sigma-0 determinada por SeaWinds),11-16,Reservados,,,,,Operational
021115,Reservados (Banderín de variación en borde posterior),11-16,Reservados,,,,,Operational
021115,Reservados (Calidad de la célula del vector viento),11-16,Reservados,,,,,Operational
021115,Valor faltante (Datos sobre el grado de confianza del producto del dispersómetro de onda),Los 17,Valor faltante,,,,,Operational
021115,Valor faltante (Datos sobre el grado de confianza del producto de la medición del viento),Los 17,Valor faltante,,,,,Operational
021115,Valor faltante (Datos sobre el grado de confianza del producto del altímetro del radar),Los 17,Valor faltante,,,,,Operational
021115,Valor faltante (Datos sobre el grado de confianza del producto de la medición de la temperatura de la superficie del mar (SST)),Los 17,Valor faltante,,,,,Operational
021115,Valor faltante (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2)),Los 17,Valor faltante,,,,,Operational
021115,Valor faltante (Estado de la calibración del altímetro del satélite),Los 17,Valor faltante,,,,,Operational
021115,Valor faltante (Modo del instrumento del altímetro del satélite),Los 17,Valor faltante,,,,,Operational
021115,Valor faltante (Representación de intensidades),Los 17,Valor faltante,,,,,Operational
021115,Valor faltante (Calidad de la célula del vector viento medida por SeaWinds),Los 17,Valor faltante,,,,,Operational
021115,Valor faltante (Calidad de sigma-0 determinada por SeaWinds),Los 17,Valor faltante,,,,,Operational
021115,Valor faltante (Modo de sigma-0 determinado por SeaWinds),Los 17,Valor faltante,,,,,Operational
021115,Valor faltante (Función geofísica modélica del dispersómetro de viento),Los 17,Valor faltante,,,,,Operational
021115,Valor faltante (Banderín de lluvia de altímetro),Los 17,Valor faltante,,,,,Operational
021115,Valor faltante (Banderín de variación en borde posterior),Los 17,Valor faltante,,,,,Operational
021115,Valor faltante (Coubicación de haces),Los 17,Valor faltante,,,,,Operational
021115,Valor faltante (Calidad de la célula del vector viento),Los 17,Valor faltante,,,,,Operational
021115,Valor faltante (Calidad de estimación de la Kp de ASCAT),Los 17,Valor faltante,,,,,Operational
021115,Valor faltante (Utilizabilidad de Sigma-0 ASCAT),Los 17,Valor faltante,,,,,Operational
021115,Valor faltante (Indicador de presencia de hielo),Los 17,Valor faltante,,,,,Operational
021116,Banderín de impulso de calibración/medición (1) (Modo de sigma-0 determinado por SeaWinds),1,Banderín de impulso de calibración/medición (1),,,,,Operational
021116,Banderín de impulso de calibración/medición (2) (Modo de sigma-0 determinado por SeaWinds),2,Banderín de impulso de calibración/medición (2),,,,,Operational
021116,Haz exterior de la antena (Modo de sigma-0 determinado por SeaWinds),3,Haz exterior de la antena,,,,,Operational
021116,Célula sigma-0 situada detrás del satélite (Modo de sigma-0 determinado por SeaWinds),4,Célula sigma-0 situada detrás del satélite,,,,,Operational
021116,Modo corriente (1) (Modo de sigma-0 determinado por SeaWinds),5,Modo corriente (1),,,,,Operational
021116,Modo corriente (2) (Modo de sigma-0 determinado por SeaWinds),6,Modo corriente (2),,,,,Operational
021116,Anchura efectiva de la compuerta – resolución de la porción (1) (Modo de sigma-0 determinado por SeaWinds),7,Anchura efectiva de la compuerta – resolución de la porción (1),,,,,Operational
021116,Anchura efectiva de la compuerta – resolución de la porción (2) (Modo de sigma-0 determinado por SeaWinds),8,Anchura efectiva de la compuerta – resolución de la porción (2),,,,,Operational
021116,Anchura efectiva de la compuerta – resolución de la porción (3) (Modo de sigma-0 determinado por SeaWinds),9,Anchura efectiva de la compuerta – resolución de la porción (3),,,,,Operational
021116,Modo de baja resolución – totalidad de los datos de los impulsos (Modo de sigma-0 determinado por SeaWinds),10,Modo de baja resolución – totalidad de los datos de los impulsos,,,,,Operational
021116,Subsistema electrónico B del dispersómetro (Modo de sigma-0 determinado por SeaWinds),11,Subsistema electrónico B del dispersómetro,,,,,Operational
021116,"Velocidad de rotación alternativa – 19,8 rpm (Modo de sigma-0 determinado por SeaWinds)",12,"Velocidad de rotación alternativa – 19,8 rpm",,,,,Operational
021116,Protección del receptor activada (Modo de sigma-0 determinado por SeaWinds),13,Protección del receptor activada,,,,,Operational
021116,Porciones por banderín compuesto (1) (Modo de sigma-0 determinado por SeaWinds),14,Porciones por banderín compuesto (1),,,,,Operational
021116,Porciones por banderín compuesto (2) (Modo de sigma-0 determinado por SeaWinds),15,Porciones por banderín compuesto (2),,,,,Operational
021116,Porciones por banderín compuesto (3) (Modo de sigma-0 determinado por SeaWinds),16,Porciones por banderín compuesto (3),,,,,Operational
021116,Valor faltante (Datos sobre el grado de confianza del producto del dispersómetro de onda),Los 17,Valor faltante,,,,,Operational
021116,Valor faltante (Datos sobre el grado de confianza del producto de la medición del viento),Los 17,Valor faltante,,,,,Operational
021116,Valor faltante (Datos sobre el grado de confianza del producto del altímetro del radar),Los 17,Valor faltante,,,,,Operational
021116,Valor faltante (Datos sobre el grado de confianza del producto de la medición de la temperatura de la superficie del mar (SST)),Los 17,Valor faltante,,,,,Operational
021116,Valor faltante (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2)),Los 17,Valor faltante,,,,,Operational
021116,Valor faltante (Estado de la calibración del altímetro del satélite),Los 17,Valor faltante,,,,,Operational
021116,Valor faltante (Modo del instrumento del altímetro del satélite),Los 17,Valor faltante,,,,,Operational
021116,Valor faltante (Representación de intensidades),Los 17,Valor faltante,,,,,Operational
021116,Valor faltante (Calidad de la célula del vector viento medida por SeaWinds),Los 17,Valor faltante,,,,,Operational
021116,Valor faltante (Calidad de sigma-0 determinada por SeaWinds),Los 17,Valor faltante,,,,,Operational
021116,Valor faltante (Modo de sigma-0 determinado por SeaWinds),Los 17,Valor faltante,,,,,Operational
021116,Valor faltante (Función geofísica modélica del dispersómetro de viento),Los 17,Valor faltante,,,,,Operational
021116,Valor faltante (Banderín de lluvia de altímetro),Los 17,Valor faltante,,,,,Operational
021116,Valor faltante (Banderín de variación en borde posterior),Los 17,Valor faltante,,,,,Operational
021116,Valor faltante (Coubicación de haces),Los 17,Valor faltante,,,,,Operational
021116,Valor faltante (Calidad de la célula del vector viento),Los 17,Valor faltante,,,,,Operational
021116,Valor faltante (Calidad de estimación de la Kp de ASCAT),Los 17,Valor faltante,,,,,Operational
021116,Valor faltante (Utilizabilidad de Sigma-0 ASCAT),Los 17,Valor faltante,,,,,Operational
021116,Valor faltante (Indicador de presencia de hielo),Los 17,Valor faltante,,,,,Operational
021119,Reservada (Función geofísica modélica del dispersómetro de viento),0,Reservada,,,,,Operational
021119,Reservada (Indicador de presencia de hielo),0,Reservada,,,,,Operational
021119,SASS (Función geofísica modélica del dispersómetro de viento),1,SASS,,,,,Operational
021119,SASS2 (Función geofísica modélica del dispersómetro de viento),2,SASS2,,,,,Operational
021119,NSCATO (Función geofísica modélica del dispersómetro de viento),3,NSCATO,,,,,Operational
021119,NSCAT1 (Función geofísica modélica del dispersómetro de viento),4,NSCAT1,,,,,Operational
021119,NSCAT2 (Función geofísica modélica del dispersómetro de viento),5,NSCAT2,,,,,Operational
021119,QSCATO (Función geofísica modélica del dispersómetro de viento),6,QSCATO,,,,,Operational
021119,QSCAT1 (Función geofísica modélica del dispersómetro de viento),7,QSCAT1,,,,,Operational
021119,Reservadas (Representación de intensidades),8-30,Reservadas,,,,,Operational
021119,Reservadas (Función geofísica modélica del dispersómetro de viento),8-30,Reservadas,,,,,Operational
021119,CMOD1 (Función geofísica modélica del dispersómetro de viento),31,CMOD1,,,,,Operational
021119,CMOD2 (Función geofísica modélica del dispersómetro de viento),32,CMOD2,,,,,Operational
021119,CMOD3 (Función geofísica modélica del dispersómetro de viento),33,CMOD3,,,,,Operational
021119,CMOD4 (Función geofísica modélica del dispersómetro de viento),34,CMOD4,,,,,Operational
021119,CMOD5 (Función geofísica modélica del dispersómetro de viento),35,CMOD5,,,,,Operational
021119,Reservadas (Representación de intensidades),36-62,Reservadas,,,,,Operational
021119,Reservadas (Función geofísica modélica del dispersómetro de viento),36-62,Reservadas,,,,,Operational
021119,Valor faltante (Datos sobre el grado de confianza del producto del dispersómetro de onda),63,Valor faltante,,,,,Operational
021119,Valor faltante (Datos sobre el grado de confianza del producto de la medición del viento),63,Valor faltante,,,,,Operational
021119,Valor faltante (Datos sobre el grado de confianza del producto del altímetro del radar),63,Valor faltante,,,,,Operational
021119,Valor faltante (Datos sobre el grado de confianza del producto de la medición de la temperatura de la superficie del mar (SST)),63,Valor faltante,,,,,Operational
021119,Valor faltante (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2)),63,Valor faltante,,,,,Operational
021119,Valor faltante (Estado de la calibración del altímetro del satélite),63,Valor faltante,,,,,Operational
021119,Valor faltante (Modo del instrumento del altímetro del satélite),63,Valor faltante,,,,,Operational
021119,Valor faltante (Representación de intensidades),63,Valor faltante,,,,,Operational
021119,Valor faltante (Calidad de la célula del vector viento medida por SeaWinds),63,Valor faltante,,,,,Operational
021119,Valor faltante (Calidad de sigma-0 determinada por SeaWinds),63,Valor faltante,,,,,Operational
021119,Valor faltante (Modo de sigma-0 determinado por SeaWinds),63,Valor faltante,,,,,Operational
021119,Valor faltante (Función geofísica modélica del dispersómetro de viento),63,Valor faltante,,,,,Operational
021119,Valor faltante (Banderín de lluvia de altímetro),63,Valor faltante,,,,,Operational
021119,Valor faltante (Banderín de variación en borde posterior),63,Valor faltante,,,,,Operational
021119,Valor faltante (Coubicación de haces),63,Valor faltante,,,,,Operational
021119,Valor faltante (Calidad de la célula del vector viento),63,Valor faltante,,,,,Operational
021119,Valor faltante (Calidad de estimación de la Kp de ASCAT),63,Valor faltante,,,,,Operational
021119,Valor faltante (Utilizabilidad de Sigma-0 ASCAT),63,Valor faltante,,,,,Operational
021119,Valor faltante (Indicador de presencia de hielo),63,Valor faltante,,,,,Operational
021144,Lluvia (Banderín de lluvia de altímetro),1,Lluvia,,,,,Operational
021144,Valor faltante (Datos sobre el grado de confianza del producto del dispersómetro de onda),Los 2,Valor faltante,,,,,Operational
021144,Valor faltante (Datos sobre el grado de confianza del producto de la medición del viento),Los 2,Valor faltante,,,,,Operational
021144,Valor faltante (Datos sobre el grado de confianza del producto del altímetro del radar),Los 2,Valor faltante,,,,,Operational
021144,Valor faltante (Datos sobre el grado de confianza del producto de la medición de la temperatura de la superficie del mar (SST)),Los 2,Valor faltante,,,,,Operational
021144,Valor faltante (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2)),Los 2,Valor faltante,,,,,Operational
021144,Valor faltante (Estado de la calibración del altímetro del satélite),Los 2,Valor faltante,,,,,Operational
021144,Valor faltante (Modo del instrumento del altímetro del satélite),Los 2,Valor faltante,,,,,Operational
021144,Valor faltante (Representación de intensidades),Los 2,Valor faltante,,,,,Operational
021144,Valor faltante (Calidad de la célula del vector viento medida por SeaWinds),Los 2,Valor faltante,,,,,Operational
021144,Valor faltante (Calidad de sigma-0 determinada por SeaWinds),Los 2,Valor faltante,,,,,Operational
021144,Valor faltante (Modo de sigma-0 determinado por SeaWinds),Los 2,Valor faltante,,,,,Operational
021144,Valor faltante (Función geofísica modélica del dispersómetro de viento),Los 2,Valor faltante,,,,,Operational
021144,Valor faltante (Banderín de lluvia de altímetro),Los 2,Valor faltante,,,,,Operational
021144,Valor faltante (Banderín de variación en borde posterior),Los 2,Valor faltante,,,,,Operational
021144,Valor faltante (Coubicación de haces),Los 2,Valor faltante,,,,,Operational
021144,Valor faltante (Calidad de la célula del vector viento),Los 2,Valor faltante,,,,,Operational
021144,Valor faltante (Calidad de estimación de la Kp de ASCAT),Los 2,Valor faltante,,,,,Operational
021144,Valor faltante (Utilizabilidad de Sigma-0 ASCAT),Los 2,Valor faltante,,,,,Operational
021144,Valor faltante (Indicador de presencia de hielo),Los 2,Valor faltante,,,,,Operational
021148,Variación a no corta escala (Banderín de variación en borde posterior),1,Variación a no corta escala,,,,,Operational
021148,Variación a corta escala (Banderín de variación en borde posterior),2,Variación a corta escala,,,,,Operational
021148,Reservados (Calidad de la célula del vector viento medida por SeaWinds),3-8,Reservados,,,,,Operational
021148,Reservados (Calidad de sigma-0 determinada por SeaWinds),3-8,Reservados,,,,,Operational
021148,Reservados (Banderín de variación en borde posterior),3-8,Reservados,,,,,Operational
021148,Reservados (Calidad de la célula del vector viento),3-8,Reservados,,,,,Operational
021148,Valor faltante (Datos sobre el grado de confianza del producto del dispersómetro de onda),Los 9,Valor faltante,,,,,Operational
021148,Valor faltante (Datos sobre el grado de confianza del producto de la medición del viento),Los 9,Valor faltante,,,,,Operational
021148,Valor faltante (Datos sobre el grado de confianza del producto del altímetro del radar),Los 9,Valor faltante,,,,,Operational
021148,Valor faltante (Datos sobre el grado de confianza del producto de la medición de la temperatura de la superficie del mar (SST)),Los 9,Valor faltante,,,,,Operational
021148,Valor faltante (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2)),Los 9,Valor faltante,,,,,Operational
021148,Valor faltante (Estado de la calibración del altímetro del satélite),Los 9,Valor faltante,,,,,Operational
021148,Valor faltante (Modo del instrumento del altímetro del satélite),Los 9,Valor faltante,,,,,Operational
021148,Valor faltante (Representación de intensidades),Los 9,Valor faltante,,,,,Operational
021148,Valor faltante (Calidad de la célula del vector viento medida por SeaWinds),Los 9,Valor faltante,,,,,Operational
021148,Valor faltante (Calidad de sigma-0 determinada por SeaWinds),Los 9,Valor faltante,,,,,Operational
021148,Valor faltante (Modo de sigma-0 determinado por SeaWinds),Los 9,Valor faltante,,,,,Operational
021148,Valor faltante (Función geofísica modélica del dispersómetro de viento),Los 9,Valor faltante,,,,,Operational
021148,Valor faltante (Banderín de lluvia de altímetro),Los 9,Valor faltante,,,,,Operational
021148,Valor faltante (Banderín de variación en borde posterior),Los 9,Valor faltante,,,,,Operational
021148,Valor faltante (Coubicación de haces),Los 9,Valor faltante,,,,,Operational
021148,Valor faltante (Calidad de la célula del vector viento),Los 9,Valor faltante,,,,,Operational
021148,Valor faltante (Calidad de estimación de la Kp de ASCAT),Los 9,Valor faltante,,,,,Operational
021148,Valor faltante (Utilizabilidad de Sigma-0 ASCAT),Los 9,Valor faltante,,,,,Operational
021148,Valor faltante (Indicador de presencia de hielo),Los 9,Valor faltante,,,,,Operational
021150,Datos procedentes de una sola estación terrena (no hay coubicación) (Coubicación de haces),0,Datos procedentes de una sola estación terrena (no hay coubicación),,,,,Operational
021150,Datos procedentes de múltiples estaciones terrenas (datos coubicados) (Coubicación de haces),1,Datos procedentes de múltiples estaciones terrenas (datos coubicados),,,,,Operational
021150,Reservado (Coubicación de haces),2,Reservado,,,,,Operational
021150,Reservado (Calidad de estimación de la Kp de ASCAT),2,Reservado,,,,,Operational
021150,Valor faltante (Datos sobre el grado de confianza del producto del dispersómetro de onda),3,Valor faltante,,,,,Operational
021150,Valor faltante (Datos sobre el grado de confianza del producto de la medición del viento),3,Valor faltante,,,,,Operational
021150,Valor faltante (Datos sobre el grado de confianza del producto del altímetro del radar),3,Valor faltante,,,,,Operational
021150,Valor faltante (Datos sobre el grado de confianza del producto de la medición de la temperatura de la superficie del mar (SST)),3,Valor faltante,,,,,Operational
021150,Valor faltante (Datos sobre el grado de confianza del producto de la temperatura de la superficie del mar (SADIST-2)),3,Valor faltante,,,,,Operational
021150,Valor faltante (Estado de la calibración del altímetro del satélite),3,Valor faltante,,,,,Operational
021150,Valor faltante (Modo del instrumento del altímetro del satélite),3,Valor faltante,,,,,Operational
021150,Valor faltante (Representación de intensidades),3,Valor faltante,,,,,Operational
021150,Valor faltante (Calidad de la célula del vector viento medida por SeaWinds),3,Valor faltante,,,,,Operational
021150,Valor faltante (Calidad de sigma-0 determinada por SeaWinds),3,Valor faltante,,,,,Operational
021150,Valor faltante (Modo de sigma-0 determinado por SeaWinds),3,Valor faltante,,,,,Operational
021150,Valor faltante (Función geofísica modélica del dispersómetro de viento),3,Valor faltante,,,,,Operational
021150,Valor faltante (Banderín de lluvia de altímetro),3,Valor faltante,,,,,Operational
021150,Valor faltante (Banderín de variación en borde posterior),3,Valor faltante,,,,,Operational
021150,Valor faltante (Coubicación de haces),3,Valor faltante,,,,,Operational
021150,Valor faltante (Calidad de la célula del vector viento),3,Valor faltante,,,,,Operational
021150,Valor faltante (Calidad de estimación de la Kp de ASCAT),3,Valor faltante,,,,,Operational
021150,Valor faltante (Utilizabilidad de Sigma-0 ASCAT),3,Valor faltante,,,,,Operational
021150,Valor faltante (Indicador de presencia de hielo),3,Valor faltante,,,,,Operational
021155,No se dispone de datos Sigma-0 bastante buenos para la recuperación de datos del viento (Calidad de la célula del vector viento),1,No se dispone de datos Sigma-0 bastante buenos para la recuperación de datos del viento,,,,,Operational
021155,Diversidad azimutal deficiente entre Sigma-0 para la recuperación de datos del viento (Calidad de la célula del vector viento),2,Diversidad azimutal deficiente entre Sigma-0 para la recuperación de datos del viento,,,,,Operational
021155,Algún ruido del haz que sobrepasa el umbral (Calidad de la célula del vector viento),3,Algún ruido del haz que sobrepasa el umbral,,,,,Operational
021155,No se ha practicado control del producto (Calidad de la célula del vector viento),4,No se ha practicado control del producto,,,,,Operational
021155,Banderín de control del producto (Calidad de la célula del vector viento),5,Banderín de control del producto,,,,,Operational
021155,Fallo del control de calidad en el KNMI (Calidad de la célula del vector viento),6,Fallo del control de calidad en el KNMI,,,,,Operational
021155,Fallo de control de calidad variacional (Calidad de la célula del vector viento),7,Fallo de control de calidad variacional,,,,,Operational
021155,Alguna parte de la célula del vector viento está sobre tierra firme (Calidad de la célula del vector viento),8,Alguna parte de la célula del vector viento está sobre tierra firme,,,,,Operational
021155,Alguna parte de la célula del vector viento está sobre hielo (Calidad de la célula del vector viento),9,Alguna parte de la célula del vector viento está sobre hielo,,,,,Operational
021155,No se ha ejecutado la recuperación de datos del viento para la célula del vector viento (Calidad de la célula del vector viento),10,No se ha ejecutado la recuperación de datos del viento para la célula del vector viento,,,,,Operational
021155,La velocidad del viento comunicada es mayor que 30 m/s (Calidad de la célula del vector viento),11,La velocidad del viento comunicada es mayor que 30 m/s,,,,,Operational
021155,La velocidad del viento comunicada es menor o igual que 3 m/s (Calidad de la célula del vector viento),12,La velocidad del viento comunicada es menor o igual que 3 m/s,,,,,Operational
021155,El banderín de lluvia para la célula del vector viento no es utilizable (Calidad de la célula del vector viento),13,El banderín de lluvia para la célula del vector viento no es utilizable,,,,,Operational
021155,El algoritmo del banderín de lluvia detecta lluvia (Calidad de la célula del vector viento),14,El algoritmo del banderín de lluvia detecta lluvia,,,,,Operational
021155,No se ha utilizado ningún fondo meteorológico (Calidad de la célula del vector viento),15,No se ha utilizado ningún fondo meteorológico,,,,,Operational
021155,Los datos son redundantes (Calidad de la célula del vector viento),16,Los datos son redundantes,,,,,Operational
021155,Reservados (Calidad de la célula del vector viento medida por SeaWinds),17-23,Reservados,,,,,Operational
021155,Reservados (Calidad de sigma-0 determinada por SeaWinds),17-23,Reservados,,,,,Operational
021155,Reservados (Banderín de variación en borde posterior),17-23,Reservados,,,,,Operational
021155,Reservados (Calidad de la célula del vector viento),17-23,Reservados,,,,,Operational
